,Unit,File name,Offset (s),Offset (hh:mm:ss),UTC start (hh:mm:ss),UTC time slot,Week (first day),Cluster ID (0-9)
0,unit01,20151011230005, 3594, 0:59:54,04:00:00,22h - 06h,Oct 7,8
1,unit01,20151011230005,10794, 2:59:54,06:00:00,06h - 08h,Oct 7,8
2,unit01,20151011230005,17994, 4:59:54,08:00:00,08h - 10h,Oct 7,8
3,unit01,20151011230005,25194, 6:59:54,10:00:00,10h - 12h,Oct 7,8
5,unit01,20150905000502, 6898, 1:54:58,06:00:00,06h - 08h,Sep 1,2
6,unit01,20150905000502,14098, 3:54:58,08:00:00,08h - 10h,Sep 1,2
7,unit01,20150905000502,21298, 5:54:58,10:00:00,10h - 12h,Sep 1,2
10,unit01,20151013225702, 3778, 1:02:58,04:00:00,22h - 06h,Oct 7,8
11,unit01,20151013225702,10978, 3:02:58,06:00:00,06h - 08h,Oct 7,8
12,unit01,20151013225702,18178, 5:02:58,08:00:00,08h - 10h,Oct 7,8
13,unit01,20151013225702,25378, 7:02:58,10:00:00,10h - 12h,Oct 7,8
15,unit01,20150922233303, 1617, 0:26:57,04:00:00,22h - 06h,Sep 21,8
16,unit01,20150922233303, 8817, 2:26:57,06:00:00,06h - 08h,Sep 21,8
17,unit01,20150922233303,16017, 4:26:57,08:00:00,08h - 10h,Sep 21,8
18,unit01,20150922233303,23217, 6:26:57,10:00:00,10h - 12h,Sep 21,8
20,unit01,20151012225802, 3718, 1:01:58,04:00:00,22h - 06h,Oct 7,0
21,unit01,20151012225802,10918, 3:01:58,06:00:00,06h - 08h,Oct 7,0
22,unit01,20151012225802,18118, 5:01:58,08:00:00,08h - 10h,Oct 7,8
23,unit01,20151012225802,25318, 7:01:58,10:00:00,10h - 12h,Oct 7,8
25,unit01,20150823002802, 5518, 1:31:58,06:00:00,06h - 08h,Aug 21,8
26,unit01,20150823002802,12718, 3:31:58,08:00:00,08h - 10h,Aug 21,8
27,unit01,20150823002802,19918, 5:31:58,10:00:00,10h - 12h,Aug 21,8
29,unit01,20150810194513,  886, 0:14:46,00:00:00,22h - 06h,Aug 7,8
30,unit01,20150810194513, 8086, 2:14:46,02:00:00,22h - 06h,Aug 7,8
31,unit01,20150810194513,15286, 4:14:46,04:00:00,22h - 06h,Aug 7,8
32,unit01,20150810194513,22486, 6:14:46,06:00:00,06h - 08h,Aug 7,8
33,unit01,20150924232902, 1858, 0:30:58,04:00:00,22h - 06h,Sep 21,8
34,unit01,20150924232902, 9058, 2:30:58,06:00:00,06h - 08h,Sep 21,8
35,unit01,20150924232902,16258, 4:30:58,08:00:00,08h - 10h,Sep 21,8
36,unit01,20150924232902,23458, 6:30:58,10:00:00,10h - 12h,Sep 21,8
38,unit01,20150927232402, 2158, 0:35:58,04:00:00,22h - 06h,Sep 21,8
39,unit01,20150927232402, 9358, 2:35:58,06:00:00,06h - 08h,Sep 21,8
40,unit01,20150927232402,16558, 4:35:58,08:00:00,08h - 10h,Sep 21,8
41,unit01,20150927232402,23758, 6:35:58,10:00:00,10h - 12h,Sep 21,8
43,unit01,20151004231202, 2878, 0:47:58,04:00:00,22h - 06h,Oct 1,8
44,unit01,20151004231202,10078, 2:47:58,06:00:00,06h - 08h,Oct 1,8
45,unit01,20151004231202,17278, 4:47:58,08:00:00,08h - 10h,Oct 1,8
46,unit01,20151004231202,24478, 6:47:58,10:00:00,10h - 12h,Oct 1,8
48,unit01,20150911235303,  417, 0:06:57,04:00:00,22h - 06h,Sep 7,8
49,unit01,20150911235303, 7617, 2:06:57,06:00:00,06h - 08h,Sep 7,8
50,unit01,20150911235303,14817, 4:06:57,08:00:00,08h - 10h,Sep 7,8
51,unit01,20150911235303,22017, 6:06:57,10:00:00,10h - 12h,Sep 7,8
53,unit01,20150817003702, 4978, 1:22:58,06:00:00,06h - 08h,Aug 14,8
54,unit01,20150817003702,12178, 3:22:58,08:00:00,08h - 10h,Aug 14,8
55,unit01,20150817003702,19378, 5:22:58,10:00:00,10h - 12h,Aug 14,8
57,unit01,20150904000702, 6778, 1:52:58,06:00:00,06h - 08h,Sep 1,8
58,unit01,20150904000702,13978, 3:52:58,08:00:00,08h - 10h,Sep 1,8
59,unit01,20150904000702,21178, 5:52:58,10:00:00,10h - 12h,Sep 1,8
61,unit01,20150818003603, 5037, 1:23:57,06:00:00,06h - 08h,Aug 14,2
62,unit01,20150818003603,12237, 3:23:57,08:00:00,08h - 10h,Aug 14,8
63,unit01,20150818003603,19437, 5:23:57,10:00:00,10h - 12h,Aug 14,8
65,unit01,20151003231303, 2817, 0:46:57,04:00:00,22h - 06h,Oct 1,8
66,unit01,20151003231303,10017, 2:46:57,06:00:00,06h - 08h,Oct 1,8
67,unit01,20151003231303,17217, 4:46:57,08:00:00,08h - 10h,Oct 1,8
68,unit01,20151003231303,24417, 6:46:57,10:00:00,10h - 12h,Oct 1,8
70,unit01,20150820003302, 5218, 1:26:58,06:00:00,06h - 08h,Aug 14,2
71,unit01,20150820003302,12418, 3:26:58,08:00:00,08h - 10h,Aug 14,2
72,unit01,20150820003302,19618, 5:26:58,10:00:00,10h - 12h,Aug 14,2
74,unit01,20150916234403,  956, 0:15:56,04:00:00,22h - 06h,Sep 14,8
75,unit01,20150916234403, 8156, 2:15:56,06:00:00,06h - 08h,Sep 14,8
76,unit01,20150916234403,15356, 4:15:56,08:00:00,08h - 10h,Sep 14,8
77,unit01,20150916234403,22556, 6:15:56,10:00:00,10h - 12h,Sep 14,8
79,unit01,20150908000003, 7197, 1:59:57,06:00:00,06h - 08h,Sep 7,2
80,unit01,20150908000003,14397, 3:59:57,08:00:00,08h - 10h,Sep 7,8
81,unit01,20150908000003,21597, 5:59:57,10:00:00,10h - 12h,Sep 7,8
84,unit01,20150831001402, 6358, 1:45:58,06:00:00,06h - 08h,Aug 21,6
85,unit01,20150831001402,13558, 3:45:58,08:00:00,08h - 10h,Aug 21,8
86,unit01,20150831001402,20758, 5:45:58,10:00:00,10h - 12h,Aug 21,8
88,unit01,20150923233102, 1738, 0:28:58,04:00:00,22h - 06h,Sep 21,8
89,unit01,20150923233102, 8938, 2:28:58,06:00:00,06h - 08h,Sep 21,8
90,unit01,20150923233102,16138, 4:28:58,08:00:00,08h - 10h,Sep 21,8
91,unit01,20150923233102,23338, 6:28:58,10:00:00,10h - 12h,Sep 21,8
93,unit01,20150910235402,  358, 0:05:58,04:00:00,22h - 06h,Sep 7,8
94,unit01,20150910235402, 7558, 2:05:58,06:00:00,06h - 08h,Sep 7,8
95,unit01,20150910235402,14758, 4:05:58,08:00:00,08h - 10h,Sep 7,8
96,unit01,20150910235402,21958, 6:05:58,10:00:00,10h - 12h,Sep 7,8
98,unit01,20150830001603, 6237, 1:43:57,06:00:00,06h - 08h,Aug 21,8
99,unit01,20150830001603,13437, 3:43:57,08:00:00,08h - 10h,Aug 21,8
100,unit01,20150830001603,20637, 5:43:57,10:00:00,10h - 12h,Aug 21,8
102,unit01,20150824002602, 5638, 1:33:58,06:00:00,06h - 08h,Aug 21,8
103,unit01,20150824002602,12838, 3:33:58,08:00:00,08h - 10h,Aug 21,8
104,unit01,20150824002602,20038, 5:33:58,10:00:00,10h - 12h,Aug 21,8
106,unit01,20150919233802, 1318, 0:21:58,04:00:00,22h - 06h,Sep 14,8
107,unit01,20150919233802, 8518, 2:21:58,06:00:00,06h - 08h,Sep 14,8
108,unit01,20150919233802,15718, 4:21:58,08:00:00,08h - 10h,Sep 14,8
109,unit01,20150919233802,22918, 6:21:58,10:00:00,10h - 12h,Sep 14,8
111,unit01,20150829001702, 6178, 1:42:58,06:00:00,06h - 08h,Aug 21,8
112,unit01,20150829001702,13378, 3:42:58,08:00:00,08h - 10h,Aug 21,8
113,unit01,20150829001702,20578, 5:42:58,10:00:00,10h - 12h,Aug 21,8
115,unit01,20151006230802, 3118, 0:51:58,04:00:00,22h - 06h,Oct 1,8
116,unit01,20151006230802,10318, 2:51:58,06:00:00,06h - 08h,Oct 1,8
117,unit01,20151006230802,17518, 4:51:58,08:00:00,08h - 10h,Oct 1,8
118,unit01,20151006230802,24718, 6:51:58,10:00:00,10h - 12h,Oct 1,8
120,unit01,20150914234702,  778, 0:12:58,04:00:00,22h - 06h,Sep 14,8
121,unit01,20150914234702, 7978, 2:12:58,06:00:00,06h - 08h,Sep 14,8
122,unit01,20150914234702,15178, 4:12:58,08:00:00,08h - 10h,Sep 14,8
123,unit01,20150914234702,22378, 6:12:58,10:00:00,10h - 12h,Sep 14,8
125,unit01,20150819003402, 5158, 1:25:58,06:00:00,06h - 08h,Aug 14,2
126,unit01,20150819003402,12358, 3:25:58,08:00:00,08h - 10h,Aug 14,8
127,unit01,20150819003402,19558, 5:25:58,10:00:00,10h - 12h,Aug 14,8
129,unit01,20150821003102, 5338, 1:28:58,06:00:00,06h - 08h,Aug 14,8
130,unit01,20150821003102,12538, 3:28:58,08:00:00,08h - 10h,Aug 14,8
131,unit01,20150821003102,19738, 5:28:58,10:00:00,10h - 12h,Aug 14,8
133,unit01,20150912235102,  538, 0:08:58,04:00:00,22h - 06h,Sep 7,8
134,unit01,20150912235102, 7738, 2:08:58,06:00:00,06h - 08h,Sep 7,8
135,unit01,20150912235102,14938, 4:08:58,08:00:00,08h - 10h,Sep 7,8
136,unit01,20150912235102,22138, 6:08:58,10:00:00,10h - 12h,Sep 7,8
138,unit01,20150930231902, 2458, 0:40:58,04:00:00,22h - 06h,Oct 1,8
139,unit01,20150930231902, 9658, 2:40:58,06:00:00,06h - 08h,Oct 1,8
140,unit01,20150930231902,16858, 4:40:58,08:00:00,08h - 10h,Oct 1,8
141,unit01,20150930231902,24058, 6:40:58,10:00:00,10h - 12h,Oct 1,8
143,unit01,20151017225003, 4197, 1:09:57,04:00:00,22h - 06h,Oct 14,5
144,unit01,20151017225003,11397, 3:09:57,06:00:00,06h - 08h,Oct 14,8
145,unit01,20151017225003,18597, 5:09:57,08:00:00,08h - 10h,Oct 14,8
146,unit01,20151017225003,25797, 7:09:57,10:00:00,10h - 12h,Oct 14,8
149,unit01,20151015225403, 3957, 1:05:57,04:00:00,22h - 06h,Oct 14,0
150,unit01,20151015225403,11157, 3:05:57,06:00:00,06h - 08h,Oct 14,8
151,unit01,20151015225403,18357, 5:05:57,08:00:00,08h - 10h,Oct 14,8
152,unit01,20151015225403,25557, 7:05:57,10:00:00,10h - 12h,Oct 14,8
154,unit01,20151018224903, 4257, 1:10:57,04:00:00,22h - 06h,Oct 14,8
155,unit01,20151018224903,11457, 3:10:57,06:00:00,06h - 08h,Oct 14,8
156,unit01,20151018224903,18657, 5:10:57,08:00:00,08h - 10h,Oct 14,8
157,unit01,20151018224903,25857, 7:10:57,10:00:00,10h - 12h,Oct 14,8
160,unit01,20151014225502, 3898, 1:04:58,04:00:00,22h - 06h,Oct 14,8
161,unit01,20151014225502,11098, 3:04:58,06:00:00,06h - 08h,Oct 14,8
162,unit01,20151014225502,18298, 5:04:58,08:00:00,08h - 10h,Oct 14,8
163,unit01,20151014225502,25498, 7:04:58,10:00:00,10h - 12h,Oct 14,8
165,unit01,20150921233502, 1498, 0:24:58,04:00:00,22h - 06h,Sep 21,8
166,unit01,20150921233502, 8698, 2:24:58,06:00:00,06h - 08h,Sep 21,8
167,unit01,20150921233502,15898, 4:24:58,08:00:00,08h - 10h,Sep 21,8
168,unit01,20150921233502,23098, 6:24:58,10:00:00,10h - 12h,Sep 21,8
170,unit01,20150903000903, 6657, 1:50:57,06:00:00,06h - 08h,Sep 1,8
171,unit01,20150903000903,13857, 3:50:57,08:00:00,08h - 10h,Sep 1,8
172,unit01,20150903000903,21057, 5:50:57,10:00:00,10h - 12h,Sep 1,8
174,unit01,20151016225202, 4078, 1:07:58,04:00:00,22h - 06h,Oct 14,8
175,unit01,20151016225202,11278, 3:07:58,06:00:00,06h - 08h,Oct 14,8
176,unit01,20151016225202,18478, 5:07:58,08:00:00,08h - 10h,Oct 14,8
177,unit01,20151016225202,25678, 7:07:58,10:00:00,10h - 12h,Oct 14,8
179,unit01,20151010230202, 3478, 0:57:58,04:00:00,22h - 06h,Oct 7,5
180,unit01,20151010230202,10678, 2:57:58,06:00:00,06h - 08h,Oct 7,8
181,unit01,20151010230202,17878, 4:57:58,08:00:00,08h - 10h,Oct 7,8
182,unit01,20151010230202,25078, 6:57:58,10:00:00,10h - 12h,Oct 7,8
184,unit01,20151007230703, 3177, 0:52:57,04:00:00,22h - 06h,Oct 7,8
185,unit01,20151007230703,10377, 2:52:57,06:00:00,06h - 08h,Oct 7,8
186,unit01,20151007230703,17577, 4:52:57,08:00:00,08h - 10h,Oct 7,8
187,unit01,20151007230703,24777, 6:52:57,10:00:00,10h - 12h,Oct 7,8
189,unit01,20150908235803,  117, 0:01:57,04:00:00,22h - 06h,Sep 7,2
190,unit01,20150908235803, 7317, 2:01:57,06:00:00,06h - 08h,Sep 7,2
191,unit01,20150908235803,14517, 4:01:57,08:00:00,08h - 10h,Sep 7,2
192,unit01,20150908235803,21717, 6:01:57,10:00:00,10h - 12h,Sep 7,2
194,unit01,20151020224602, 4438, 1:13:58,04:00:00,22h - 06h,Oct 14,2
195,unit01,20151020224602,11638, 3:13:58,06:00:00,06h - 08h,Oct 14,2
196,unit01,20151020224602,18838, 5:13:58,08:00:00,08h - 10h,Oct 14,2
197,unit01,20151020224602,26038, 7:13:58,10:00:00,10h - 12h,Oct 14,2
199,unit01,20150925232702, 1978, 0:32:58,04:00:00,22h - 06h,Sep 21,8
200,unit01,20150925232702, 9178, 2:32:58,06:00:00,06h - 08h,Sep 21,8
201,unit01,20150925232702,16378, 4:32:58,08:00:00,08h - 10h,Sep 21,8
202,unit01,20150925232702,23578, 6:32:58,10:00:00,10h - 12h,Sep 21,8
204,unit01,20150906000303, 7017, 1:56:57,06:00:00,06h - 08h,Sep 1,2
205,unit01,20150906000303,14217, 3:56:57,08:00:00,08h - 10h,Sep 1,2
206,unit01,20150906000303,21417, 5:56:57,10:00:00,10h - 12h,Sep 1,6
209,unit01,20150928232202, 2278, 0:37:58,04:00:00,22h - 06h,Sep 21,8
210,unit01,20150928232202, 9478, 2:37:58,06:00:00,06h - 08h,Sep 21,8
211,unit01,20150928232202,16678, 4:37:58,08:00:00,08h - 10h,Sep 21,8
212,unit01,20150928232202,23878, 6:37:58,10:00:00,10h - 12h,Sep 21,8
214,unit01,20150826002302, 5818, 1:36:58,06:00:00,06h - 08h,Aug 21,8
215,unit01,20150826002302,13018, 3:36:58,08:00:00,08h - 10h,Aug 21,8
216,unit01,20150826002302,20218, 5:36:58,10:00:00,10h - 12h,Aug 21,8
218,unit01,20150920233602, 1438, 0:23:58,04:00:00,22h - 06h,Sep 14,8
219,unit01,20150920233602, 8638, 2:23:58,06:00:00,06h - 08h,Sep 14,8
220,unit01,20150920233602,15838, 4:23:58,08:00:00,08h - 10h,Sep 14,5
221,unit01,20150920233602,23038, 6:23:58,10:00:00,10h - 12h,Sep 14,8
223,unit01,20150915234521,  879, 0:14:39,04:00:00,22h - 06h,Sep 14,8
224,unit01,20150915234521, 8079, 2:14:39,06:00:00,06h - 08h,Sep 14,8
225,unit01,20150915234521,15279, 4:14:39,08:00:00,08h - 10h,Sep 14,8
226,unit01,20150915234521,22479, 6:14:39,10:00:00,10h - 12h,Sep 14,8
228,unit01,20150825002403, 5757, 1:35:57,06:00:00,06h - 08h,Aug 21,8
229,unit01,20150825002403,12957, 3:35:57,08:00:00,08h - 10h,Aug 21,8
230,unit01,20150825002403,20157, 5:35:57,10:00:00,10h - 12h,Aug 21,8
232,unit01,20150822002902, 5458, 1:30:58,06:00:00,06h - 08h,Aug 21,8
233,unit01,20150822002902,12658, 3:30:58,08:00:00,08h - 10h,Aug 21,8
234,unit01,20150822002902,19858, 5:30:58,10:00:00,10h - 12h,Aug 21,8
236,unit01,20151001231702, 2578, 0:42:58,04:00:00,22h - 06h,Oct 1,8
237,unit01,20151001231702, 9778, 2:42:58,06:00:00,06h - 08h,Oct 1,8
238,unit01,20151001231702,16978, 4:42:58,08:00:00,08h - 10h,Oct 1,5
239,unit01,20151001231702,24178, 6:42:58,10:00:00,10h - 12h,Oct 1,8
241,unit01,20151002231502, 2698, 0:44:58,04:00:00,22h - 06h,Oct 1,8
242,unit01,20151002231502, 9898, 2:44:58,06:00:00,06h - 08h,Oct 1,8
243,unit01,20151002231502,17098, 4:44:58,08:00:00,08h - 10h,Oct 1,8
244,unit01,20151002231502,24298, 6:44:58,10:00:00,10h - 12h,Oct 1,8
246,unit01,20150926232602, 2038, 0:33:58,04:00:00,22h - 06h,Sep 21,8
247,unit01,20150926232602, 9238, 2:33:58,06:00:00,06h - 08h,Sep 21,8
248,unit01,20150926232602,16438, 4:33:58,08:00:00,08h - 10h,Sep 21,8
249,unit01,20150926232602,23638, 6:33:58,10:00:00,10h - 12h,Sep 21,8
251,unit01,20151005231002, 2998, 0:49:58,04:00:00,22h - 06h,Oct 1,8
252,unit01,20151005231002,10198, 2:49:58,06:00:00,06h - 08h,Oct 1,8
253,unit01,20151005231002,17398, 4:49:58,08:00:00,08h - 10h,Oct 1,8
254,unit01,20151005231002,24598, 6:49:58,10:00:00,10h - 12h,Oct 1,8
256,unit01,20150913234903,  657, 0:10:57,04:00:00,22h - 06h,Sep 7,8
257,unit01,20150913234903, 7857, 2:10:57,06:00:00,06h - 08h,Sep 7,8
258,unit01,20150913234903,15057, 4:10:57,08:00:00,08h - 10h,Sep 7,8
259,unit01,20150913234903,22257, 6:10:57,10:00:00,10h - 12h,Sep 7,8
261,unit01,20150909235603,  237, 0:03:57,04:00:00,22h - 06h,Sep 7,8
262,unit01,20150909235603, 7437, 2:03:57,06:00:00,06h - 08h,Sep 7,8
263,unit01,20150909235603,14637, 4:03:57,08:00:00,08h - 10h,Sep 7,8
264,unit01,20150909235603,21837, 6:03:57,10:00:00,10h - 12h,Sep 7,8
266,unit01,20150918234002, 1198, 0:19:58,04:00:00,22h - 06h,Sep 14,2
267,unit01,20150918234002, 8398, 2:19:58,06:00:00,06h - 08h,Sep 14,2
268,unit01,20150918234002,15598, 4:19:58,08:00:00,08h - 10h,Sep 14,6
269,unit01,20150918234002,22798, 6:19:58,10:00:00,10h - 12h,Sep 14,6
271,unit01,20150901001202, 6478, 1:47:58,06:00:00,06h - 08h,Sep 1,8
272,unit01,20150901001202,13678, 3:47:58,08:00:00,08h - 10h,Sep 1,8
273,unit01,20150901001202,20878, 5:47:58,10:00:00,10h - 12h,Sep 1,8
275,unit01,20150917234203, 1077, 0:17:57,04:00:00,22h - 06h,Sep 14,8
276,unit01,20150917234203, 8277, 2:17:57,06:00:00,06h - 08h,Sep 14,8
277,unit01,20150917234203,15477, 4:17:57,08:00:00,08h - 10h,Sep 14,8
278,unit01,20150917234203,22677, 6:17:57,10:00:00,10h - 12h,Sep 14,8
280,unit01,20151008230502, 3298, 0:54:58,04:00:00,22h - 06h,Oct 7,8
281,unit01,20151008230502,10498, 2:54:58,06:00:00,06h - 08h,Oct 7,8
282,unit01,20151008230502,17698, 4:54:58,08:00:00,08h - 10h,Oct 7,8
283,unit01,20151008230502,24898, 6:54:58,10:00:00,10h - 12h,Oct 7,8
285,unit01,20151019224702, 4378, 1:12:58,04:00:00,22h - 06h,Oct 14,0
286,unit01,20151019224702,11578, 3:12:58,06:00:00,06h - 08h,Oct 14,0
287,unit01,20151019224702,18778, 5:12:58,08:00:00,08h - 10h,Oct 14,0
288,unit01,20151019224702,25978, 7:12:58,10:00:00,10h - 12h,Oct 14,8
291,unit01,20150902001002, 6598, 1:49:58,06:00:00,06h - 08h,Sep 1,8
292,unit01,20150902001002,13798, 3:49:58,08:00:00,08h - 10h,Sep 1,8
293,unit01,20150902001002,20998, 5:49:58,10:00:00,10h - 12h,Sep 1,8
295,unit01,20151009230302, 3418, 0:56:58,04:00:00,22h - 06h,Oct 7,8
296,unit01,20151009230302,10618, 2:56:58,06:00:00,06h - 08h,Oct 7,8
297,unit01,20151009230302,17818, 4:56:58,08:00:00,08h - 10h,Oct 7,8
298,unit01,20151009230302,25018, 6:56:58,10:00:00,10h - 12h,Oct 7,8
300,unit01,20150828001902, 6058, 1:40:58,06:00:00,06h - 08h,Aug 21,8
301,unit01,20150828001902,13258, 3:40:58,08:00:00,08h - 10h,Aug 21,8
302,unit01,20150828001902,20458, 5:40:58,10:00:00,10h - 12h,Aug 21,8
304,unit01,20150816003905, 4854, 1:20:54,06:00:00,06h - 08h,Aug 14,8
305,unit01,20150816003905,12054, 3:20:54,08:00:00,08h - 10h,Aug 14,8
306,unit01,20150816003905,19254, 5:20:54,10:00:00,10h - 12h,Aug 14,8
308,unit01,20150827002103, 5937, 1:38:57,06:00:00,06h - 08h,Aug 21,8
309,unit01,20150827002103,13137, 3:38:57,08:00:00,08h - 10h,Aug 21,8
310,unit01,20150827002103,20337, 5:38:57,10:00:00,10h - 12h,Aug 21,8
312,unit01,20150929232002, 2398, 0:39:58,04:00:00,22h - 06h,Sep 21,8
313,unit01,20150929232002, 9598, 2:39:58,06:00:00,06h - 08h,Sep 21,8
314,unit01,20150929232002,16798, 4:39:58,08:00:00,08h - 10h,Sep 21,8
315,unit01,20150929232002,23998, 6:39:58,10:00:00,10h - 12h,Sep 21,8
317,unit01,20150907000202, 7078, 1:57:58,06:00:00,06h - 08h,Sep 1,2
318,unit01,20150907000202,14278, 3:57:58,08:00:00,08h - 10h,Sep 1,2
319,unit01,20150907000202,21478, 5:57:58,10:00:00,10h - 12h,Sep 1,2
322,unit01,20150815004003, 4797, 1:19:57,06:00:00,06h - 08h,Aug 14,8
323,unit01,20150815004003,11997, 3:19:57,08:00:00,08h - 10h,Aug 14,8
324,unit01,20150815004003,19197, 5:19:57,10:00:00,10h - 12h,Aug 14,8
326,unit02,20150822002903, 5457, 1:30:57,06:00:00,06h - 08h,Aug 21,9
327,unit02,20150822002903,12657, 3:30:57,08:00:00,08h - 10h,Aug 21,9
328,unit02,20150822002903,19857, 5:30:57,10:00:00,10h - 12h,Aug 21,9
330,unit02,20151028223503, 5097, 1:24:57,04:00:00,22h - 06h,Oct 21,0
331,unit02,20151028223503,12297, 3:24:57,06:00:00,06h - 08h,Oct 21,0
332,unit02,20151028223503,19497, 5:24:57,08:00:00,08h - 10h,Oct 21,0
333,unit02,20151028223503,26697, 7:24:57,10:00:00,10h - 12h,Oct 21,5
336,unit02,20150923233104, 1736, 0:28:56,04:00:00,22h - 06h,Sep 21,3
337,unit02,20150923233104, 8936, 2:28:56,06:00:00,06h - 08h,Sep 21,1
338,unit02,20150923233104,16136, 4:28:56,08:00:00,08h - 10h,Sep 21,1
339,unit02,20150923233104,23336, 6:28:56,10:00:00,10h - 12h,Sep 21,1
341,unit02,20150908235803,  117, 0:01:57,04:00:00,22h - 06h,Sep 7,2
342,unit02,20150908235803, 7317, 2:01:57,06:00:00,06h - 08h,Sep 7,2
343,unit02,20150908235803,14517, 4:01:57,08:00:00,08h - 10h,Sep 7,6
344,unit02,20150908235803,21717, 6:01:57,10:00:00,10h - 12h,Sep 7,6
346,unit02,20151026223702, 4978, 1:22:58,04:00:00,22h - 06h,Oct 21,5
347,unit02,20151026223702,12178, 3:22:58,06:00:00,06h - 08h,Oct 21,5
348,unit02,20151026223702,19378, 5:22:58,08:00:00,08h - 10h,Oct 21,5
349,unit02,20151026223702,26578, 7:22:58,10:00:00,10h - 12h,Oct 21,5
352,unit02,20151021224402, 4558, 1:15:58,04:00:00,22h - 06h,Oct 21,0
353,unit02,20151021224402,11758, 3:15:58,06:00:00,06h - 08h,Oct 21,5
354,unit02,20151021224402,18958, 5:15:58,08:00:00,08h - 10h,Oct 21,5
355,unit02,20151021224402,26158, 7:15:58,10:00:00,10h - 12h,Oct 21,0
358,unit02,20151023224104, 4735, 1:18:55,04:00:00,22h - 06h,Oct 21,5
359,unit02,20151023224104,11935, 3:18:55,06:00:00,06h - 08h,Oct 21,5
360,unit02,20151023224104,19135, 5:18:55,08:00:00,08h - 10h,Oct 21,5
361,unit02,20151023224104,26335, 7:18:55,10:00:00,10h - 12h,Oct 21,0
364,unit02,20150912235003,  597, 0:09:57,04:00:00,22h - 06h,Sep 7,0
365,unit02,20150912235003, 7797, 2:09:57,06:00:00,06h - 08h,Sep 7,3
366,unit02,20150912235003,14997, 4:09:57,08:00:00,08h - 10h,Sep 7,3
367,unit02,20150912235003,22197, 6:09:57,10:00:00,10h - 12h,Sep 7,3
369,unit02,20150904000602, 6838, 1:53:58,06:00:00,06h - 08h,Sep 1,6
370,unit02,20150904000602,14038, 3:53:58,08:00:00,08h - 10h,Sep 1,6
371,unit02,20150904000602,21238, 5:53:58,10:00:00,10h - 12h,Sep 1,9
373,unit02,20151103222703, 5577, 1:32:57,05:00:00,22h - 06h,Nov 1,5
374,unit02,20151103222703,12777, 3:32:57,07:00:00,06h - 08h,Nov 1,7
375,unit02,20151103222703,19977, 5:32:57,09:00:00,08h - 10h,Nov 1,5
376,unit02,20151103222703,27177, 7:32:57,11:00:00,10h - 12h,Nov 1,5
379,unit02,20150927232402, 2158, 0:35:58,04:00:00,22h - 06h,Sep 21,3
380,unit02,20150927232402, 9358, 2:35:58,06:00:00,06h - 08h,Sep 21,0
381,unit02,20150927232402,16558, 4:35:58,08:00:00,08h - 10h,Sep 21,0
382,unit02,20150927232402,23758, 6:35:58,10:00:00,10h - 12h,Sep 21,8
384,unit02,20151018224902, 4258, 1:10:58,04:00:00,22h - 06h,Oct 14,5
385,unit02,20151018224902,11458, 3:10:58,06:00:00,06h - 08h,Oct 14,5
386,unit02,20151018224902,18658, 5:10:58,08:00:00,08h - 10h,Oct 14,5
387,unit02,20151018224902,25858, 7:10:58,10:00:00,10h - 12h,Oct 14,5
390,unit02,20151010230103, 3537, 0:58:57,04:00:00,22h - 06h,Oct 7,5
391,unit02,20151010230103,10737, 2:58:57,06:00:00,06h - 08h,Oct 7,5
392,unit02,20151010230103,17937, 4:58:57,08:00:00,08h - 10h,Oct 7,8
393,unit02,20151010230103,25137, 6:58:57,10:00:00,10h - 12h,Oct 7,5
395,unit02,20151029223303, 5217, 1:26:57,04:00:00,22h - 06h,Oct 21,0
396,unit02,20151029223303,12417, 3:26:57,06:00:00,06h - 08h,Oct 21,0
397,unit02,20151029223303,19617, 5:26:57,08:00:00,08h - 10h,Oct 21,5
398,unit02,20151029223303,26817, 7:26:57,10:00:00,10h - 12h,Oct 21,0
401,unit02,20151001231703, 2576, 0:42:56,04:00:00,22h - 06h,Oct 1,5
402,unit02,20151001231703, 9776, 2:42:56,06:00:00,06h - 08h,Oct 1,5
403,unit02,20151001231703,16976, 4:42:56,08:00:00,08h - 10h,Oct 1,5
404,unit02,20151001231703,24176, 6:42:56,10:00:00,10h - 12h,Oct 1,5
406,unit02,20151102222802, 5518, 1:31:58,05:00:00,22h - 06h,Nov 1,5
407,unit02,20151102222802,12718, 3:31:58,07:00:00,06h - 08h,Nov 1,5
408,unit02,20151102222802,19918, 5:31:58,09:00:00,08h - 10h,Nov 1,5
409,unit02,20151102222802,27118, 7:31:58,11:00:00,10h - 12h,Nov 1,5
412,unit02,20151017225003, 4197, 1:09:57,04:00:00,22h - 06h,Oct 14,5
413,unit02,20151017225003,11397, 3:09:57,06:00:00,06h - 08h,Oct 14,5
414,unit02,20151017225003,18597, 5:09:57,08:00:00,08h - 10h,Oct 14,7
415,unit02,20151017225003,25797, 7:09:57,10:00:00,10h - 12h,Oct 14,5
418,unit02,20151008230503, 3297, 0:54:57,04:00:00,22h - 06h,Oct 7,5
419,unit02,20151008230503,10497, 2:54:57,06:00:00,06h - 08h,Oct 7,5
420,unit02,20151008230503,17697, 4:54:57,08:00:00,08h - 10h,Oct 7,0
421,unit02,20151008230503,24897, 6:54:57,10:00:00,10h - 12h,Oct 7,0
