,Unit,File name,File timestamp,Start timestamp,Stop timestamp,Start hop,Stop hop,MFCC #00,MFCC #01,MFCC #02,MFCC #03,MFCC #04,MFCC #05,MFCC #06,MFCC #07,MFCC #08,MFCC #09,MFCC #10,MFCC #11,MFCC #12,ΔMFCC #00,ΔMFCC #01,ΔMFCC #02,ΔMFCC #03,ΔMFCC #04,ΔMFCC #05,ΔMFCC #06,ΔMFCC #07,ΔMFCC #08,ΔMFCC #09,ΔMFCC #10,ΔMFCC #11,ΔMFCC #12
511,unit02,20150814004103,1439527263,1439532000,1439539200,0592125,1492125, -3.107883692,-17.648944855, 36.923912048,  6.418338299, -4.650931358, 24.031507492,-11.298473358, 22.198812485,-14.758440971, 10.104702950,  7.657558918, -4.523680210,  9.044571877,  1.019180894, -2.203606844, -2.808196068,  2.374972582, -0.790978730, -0.149199158,  1.385108590, -1.914023876,  1.303733587,  0.115071043, -1.486308455,  1.726805329, -0.143258363
512,unit02,20150814004103,1439527263,1439539200,1439546400,1492125,2392125, -3.048311472,-17.950677872, 30.069557190,  6.322746277, -3.009090900, 23.950229645, -9.851202965, 22.785135269,-14.296452522,  9.218650818,  8.788314819, -4.846706867,  7.233707428, -1.629434824, -0.912257254, -0.612448394,  1.364765167, -1.801943302,  0.160575688,  1.862554073, -1.506364465,  0.744932711,  0.030968795, -1.337116241,  1.490192771,  0.014597514
513,unit02,20150814004103,1439527263,1439546400,1439553600,2392125,3292125, -3.011509180,-19.584432602, 28.969354630,  5.404031754, -2.093992949, 24.023237228, -9.807399750, 23.505872726,-14.204405785,  8.949185371,  8.835358620, -4.549199581,  6.151587009, -0.239101112, -1.234176993, -1.725845337,  2.190470457, -1.509958625, -0.216524825,  1.312492371, -1.763678193,  1.343016744,  0.194974020, -1.586861491,  1.102354527, -0.214640692
514,unit02,20150814004103,1439527263,1439553600,1439560800,3292125,4192125, -3.061812401,-14.544635773, 28.742120743,  5.209305286, -4.696172714, 26.647081375,-11.172247887, 23.564527512,-12.016486168,  6.726972103,  9.965828896, -5.205899715,  5.339281082, -0.526265562, -1.302774191, -1.365264297,  1.702273011, -1.037501574, -0.052383874,  1.366776705, -1.545181394,  1.557687044,  0.106100060, -1.128792763,  1.308698535, -0.508330286
515,unit02,20150901001202,1441080722,1441087200,1441094400,0809750,1709750, -2.933293104,-42.573230743, 26.882129669, 34.086067200,  3.758855820, -2.466211557, 12.009330750, 34.214782715,-31.325313568, 20.492774963, 17.159364700,-10.148135185, 11.814681053, -3.432313442, -2.535341740,  0.740876377,  2.222930431, -1.334809184, -0.266833901,  1.528520346, -0.786801696,  0.381196886,  0.072393037, -0.685267508,  0.607572496, -0.530869842
516,unit02,20150901001202,1441080722,1441094400,1441101600,1709750,2609750, -2.979434013,-38.655681610, 28.004478455, 33.657497406,  5.966324806,  0.768741190,  5.222524643, 36.570976257,-28.458028793, 14.194010735, 19.267515182, -9.721678734,  7.435153961, -2.088626862, -1.512318134, -0.031557083,  1.095666170, -0.876665235,  0.013632295,  0.597481906, -1.822141647,  1.441183448,  0.472802997, -0.996563911,  1.286153674, -0.482488215
517,unit02,20150901001202,1441080722,1441101600,1441108800,2609750,3509750, -3.024902105,-32.412170410, 28.232688904, 30.373224258,  6.258020878,  8.403400421, -1.683516264, 39.522594452,-24.791770935,  6.503864288, 21.480466843, -6.848468781,  4.310703278, -0.582061231, -1.402845025, -0.516742766,  1.066420078, -1.478279114,  0.206198260,  1.249729395, -2.484366179,  1.583100557,  0.704032600, -1.736889005,  1.255663276,  0.060232274
518,unit02,20150901001202,1441080722,1441108800,1441116000,3509750,4409750, -3.086073637,-22.546583176, 32.148357391, 21.229604721,  0.429464579, 19.793544769, -4.506785393, 36.098659515,-19.854534149,  6.834177971, 17.023574829, -6.479102612,  5.890366077, -0.226362228, -0.716747284, -0.665594578,  1.853000760, -1.538526416, -0.335594386,  0.953113973, -2.166725636,  1.189176679,  0.641270757, -1.676477313,  1.523221135,  0.261250257
519,unit02,20150911235204,1442029924,1442030399,1442037599,0059375,0959375, -2.921824932,-14.999215126,  7.146075726, 27.261924744,  3.106842279,  2.752767563, -0.173083976, 44.837413788,-18.283519745, -1.305734277, 23.584127426, -3.042804718,  0.355740428, -1.206143379, -1.557957411,  0.594473779,  0.421245247, -1.049410105,  0.251612335,  0.870610774, -1.499288797,  1.011665940,  0.417022318, -0.238252357,  0.839137077, -0.556826293
520,unit02,20150911235204,1442029924,1442037599,1442044799,0959375,1859375, -3.010710716,-10.923654556, 14.090446472, 22.948284149,  2.566817760, 12.856293678, -7.132988453, 41.761783600, -9.508796692, -8.185010910, 22.221822739, -0.433757454, -2.881296158, -1.221806049, -0.262543857,  0.129920557, -0.238825098, -0.620456636,  0.104282632,  1.125903010, -1.550542831,  0.705612242, -0.122330964, -0.104163639,  0.785888135,  0.280521333
521,unit02,20150911235204,1442029924,1442044799,1442051999,1859375,2759375, -3.114088535,-10.167463303, 14.967404366, 30.310138702,  4.461666584, 10.791610718, -8.850905418, 38.015701294, -7.253688812, -9.209123611, 24.609666824, -0.328952670, -1.764089108, -2.145884991, -0.930475712,  0.886027396, -0.255354077, -1.468391895, -0.330063552,  0.879496336, -0.880112946,  1.026654601, -0.183426693, -0.440554470,  0.327556312, -0.195040852
522,unit02,20150911235204,1442029924,1442051999,1442059199,2759375,3659375, -3.060545444, -9.665950775,  8.418790817, 30.925695419,  4.452835083, 10.777256966, -5.716872692, 35.706447601, -7.087264061, -9.301676750, 24.776769638,  0.365301758, -1.413917542, -2.281689644, -0.671606123,  0.873878300,  0.070852280,  0.310460210, -0.400811464,  0.770775497, -0.451229036,  0.915861547, -0.596188605,  0.046841916,  0.503219128, -1.080382586
523,unit02,20150911235204,1442029924,1442059199,1442066399,3659375,4559375, -2.920874834, -8.951486588,  5.089268684, 19.239147186,  1.384894729, 15.589451790,  2.538995504, 26.922704697, -5.905933380, -0.859962285, 17.401264191, -1.782918096,  2.160815477, -2.057080746, -0.896052241,  0.297206849, -0.300272971, -0.623358965,  0.200573981,  0.896901667, -1.253597617,  0.690470397,  0.035887793, -0.282698303, -0.133113340, -0.396540731
524,unit02,20150815004022,1439613622,1439618400,1439625600,0597250,1497250, -2.991656542,-22.931041718, 38.812065125, -1.389749408,  4.008902550, 18.191238403, -5.559756279, 22.371753693,-17.655250549, 14.091173172,  3.048172951, -1.982414961,  7.077426434,  1.331845880, -1.648715854, -2.803476810,  3.221527100, -0.396022111, -1.641696453,  1.700548053, -1.827375770,  0.650175035,  1.481730103, -2.002402067,  0.352299362,  1.055755973
525,unit02,20150815004022,1439613622,1439625600,1439632800,1497250,2397250, -2.947732210,-24.971920013, 34.764484406,  0.304817557,  5.640004635, 16.279808044, -2.803593874, 20.712371826,-17.110977173, 14.367186546,  3.262341976, -2.087519646,  7.631134987,  0.571363986, -1.103831291, -3.310680151,  1.658579946, -0.590572357, -0.748204708,  1.445037365, -1.330510020,  0.745440364,  1.139214993, -1.875225306,  0.443535566,  1.864269018
526,unit02,20150815004022,1439613622,1439632800,1439640000,2397250,3297250, -3.079345703,-22.344764709, 44.394905090, -1.404081583,  7.773977757, 15.518601418, -8.230776787, 24.395191193,-18.047903061, 13.396039963,  7.232361317, -3.804407835,  6.770337582,  2.724977732, -1.793721437, -4.299286842,  3.168678761, -1.124771476, -0.050870273,  1.800920248, -2.246318579,  1.223308444,  2.153737068, -2.750943422,  0.398689687,  1.347052217
527,unit02,20150815004022,1439613622,1439640000,1439647200,3297250,4197250, -3.120992184,-18.191482544, 46.787452698, -1.260052919,  3.522109509, 22.143373489,-13.621619225, 24.857833862,-15.411910057, 12.006307602,  6.371956348, -2.659230947,  6.885238647,  2.484185696, -1.767706871, -3.601469755,  3.423559189, -1.297423005, -1.066369772,  2.874473810, -2.764255524, -0.666321516,  1.102578998, -1.591438532,  0.910699964,  1.326440096
528,unit02,20151011230004,1444618804,1444622399,1444629599,0449375,1349375, -2.544044733, -3.171100855, -6.107718468, 15.143262863,  0.415493309, 10.021173477, 15.146010399, 15.194371223,  0.459837556,  2.267256260, 10.794082642,  2.977788925, -1.647686481, -2.582107067, -0.020278897,  0.918602169, -0.598763466,  0.273173451, -0.434039891,  0.562711656,  0.270226210,  0.087322026, -0.558227062, -0.309185237, -0.707562625, -0.112007700
529,unit02,20151011230004,1444618804,1444629599,1444636799,1349375,2249375, -2.777081013,  7.469702721,  1.051790237, 18.863140106,  0.346369267, 10.022237778, 11.194299698, 13.742842674,  1.948834300,  1.016676068, 13.237234116,  3.669542789, -1.451411724, -2.738988638,  0.219609410,  1.185302258, -1.227093339, -0.077593192, -0.677410364,  0.557307005, -0.343121648,  0.364081055, -0.521414459,  1.110830903, -0.028158257, -0.681746602
530,unit02,20151011230004,1444618804,1444636799,1444643999,2249375,3149375, -3.146680593, 28.911529541, 11.773381233, 17.429954529,  0.094320260, 11.815935135,  7.507958889, 10.222689629,  4.444124699,  1.479237676, 13.905500412,  2.494307280,  0.015399000, -2.485590696, -0.432353169,  0.593813121, -1.153237104,  0.201056793, -0.435010880,  0.752427876, -0.851348579,  0.354624569, -0.533468187,  0.466455430, -0.707181633,  0.260107547
531,unit02,20151011230004,1444618804,1444643999,1444651199,3149375,4049375, -3.371548414, 35.794998169, 24.068750381, 19.035051346,  1.035129070,  9.994196892,  4.150924683,  6.264217377,  8.231496811,  3.043040514, 11.688713074,  4.687781811,  0.088714965, -2.394584417, -1.109654188,  0.299422115, -1.270224214,  1.372206926, -0.086149313,  0.931694448, -0.788064659,  0.175768599, -0.529285967,  1.134538651, -0.466334790,  0.400017381
532,unit02,20151011230004,1444618804,1444651199,1444658399,4049375,4949375, -3.340814829, 37.815872192, 21.710945129, 16.548503876,  0.607507944,  9.452727318,  6.762398243,  7.323454857,  6.930187225,  3.749994993, 10.489748955,  4.283937931,  0.433032364, -0.978455186, -0.761081040,  0.082957119, -1.033285618,  0.406669378, -0.648967683,  0.696936607, -1.055214286,  0.885695696, -0.306645393,  0.494765997, -0.775055587,  0.393155634
533,unit02,20151025223903,1445827143,1445832000,1445839200,0607125,1507125, -3.334720850, 42.082740784, 19.581346512, 13.668470383,  2.660524607,  4.357421875,  8.615980148, 10.684556961,  4.390522003,  5.795334339,  9.978883743,  4.061098099,  1.614936233, -1.657076836, -1.423245549,  1.090652704, -0.990566492,  0.090194680, -0.843052685,  1.025113344, -0.736710668,  0.703626812, -0.641776562,  0.852809966, -0.522942543,  0.360254169
534,unit02,20151025223903,1445827143,1445839200,1445846400,1507125,2407125, -3.202810287, 37.764259338, 15.135022163, 15.313737869,  0.872630060,  2.821812391, 10.636111259, 14.363933563,  2.208598852,  4.472582817, 10.508078575,  2.521130562,  1.468105316, -1.249418736, -0.738268018, -0.002754821, -0.892639518,  1.332314253, -0.016730776,  0.812975585, -1.040261984,  0.398708135, -0.982589424,  0.071716331, -0.654123008,  0.529065192
535,unit02,20151025223903,1445827143,1445846400,1445853600,2407125,3307125, -3.183783770, 34.598361969, 16.232868195, 17.132490158,  1.007694960,  2.789971590,  9.790027618, 14.421941757,  2.033321142,  4.425355434, 10.992918968,  2.446321964,  1.185118914, -1.726208091, -0.765441656,  1.060650945, -1.236044288,  0.373057872, -0.951606870,  0.989588857, -0.700112283,  0.745374799, -0.487252146,  0.638192952, -0.842480719,  0.181115344
536,unit02,20151025223903,1445827143,1445853600,1445860800,3307125,4207125, -3.229244709, 36.769191742, 17.871980667, 17.809125900,  1.181272507,  2.420037031,  9.029472351, 13.778963089,  2.207579613,  4.433149338, 11.387734413,  2.540522575,  1.196712613, -1.705414176, -1.770097852,  0.857295334, -1.125785708,  1.202921629, -0.785845101,  0.148326904, -1.202812314,  0.362097383,  0.062066831,  1.041350245,  0.141080409, -0.123231463
537,unit02,20151025223903,1445827143,1445860800,1445868000,4207125,5107125, -3.322168589, 42.557369232, 20.483385086, 15.134185791,  2.153754950,  2.285070896,  8.527453423, 12.893415451,  4.074097633,  5.269950390,  9.837410927,  3.079583406,  1.610478044, -1.618748903, -0.799053311, -0.040504400, -1.559663057,  1.259642839, -0.473178953,  0.960287869, -0.135752723,  0.170295641, -0.563968301,  0.958289683, -0.540240109,  0.386399597
538,unit02,20151025223903,1445827143,1445868000,1445875200,5107125,6007125, -3.281872034, 48.344577789, 18.343339920,  8.204078674, -0.501252949,  3.365947247, 10.555532455, 14.317502022,  5.267302036,  4.879044533,  7.963540077,  2.556740999,  1.130602717, -2.498137951, -1.464950323,  1.193699598, -2.141462803,  1.328108907, -1.164833546,  0.872218966, -0.258104891,  1.610496521, -0.198070005,  0.902680635, -0.221162021,  0.593922615
539,unit02,20150820003203,1440045123,1440050400,1440057600,0659625,1559625, -2.723767757,-15.978287697, 21.551343918,  8.143480301,  0.048586130,  2.118793249,  7.996670723, 23.055160522,-14.126895905, 10.673057556, -0.017826624, -2.263519764,  3.241686583, -1.075042844, -0.240567803, -1.432134032, -0.804159045,  0.460006565,  0.590586126,  0.400705278, -0.863264203,  0.789911628, -0.275739163, -0.120881386,  0.382836878,  0.107344076
540,unit02,20150820003203,1440045123,1440057600,1440064800,1559625,2459625, -2.590065718,-14.954379082, 14.851687431,  6.989773750, -2.107051373,  3.372183323,  6.653228760, 23.787340164,-12.154067039,  6.783452988,  1.462671399, -3.294486761,  1.865736485, -1.634755135,  0.471698403,  0.026877530, -0.122666061,  0.438630849,  0.337053329,  0.127619386, -1.041758418,  0.344842374, -0.461649328, -0.458570421, -0.039940462, -0.403399348
541,unit02,20150820003203,1440045123,1440064800,1440072000,2459625,3359625, -2.626529217,-13.597351074, 15.982269287,  7.167389393, -2.413500071,  4.137413025,  5.588934422, 24.959365845,-13.044764519,  6.601547241,  2.641986370, -3.992926598,  2.106859684, -1.992643714, -0.372433752, -0.321655065,  0.449729681,  0.266776294, -0.058566134,  0.344040662, -0.840272546,  0.480420083, -0.030163666,  0.312400758,  0.550627530, -0.120933942
542,unit02,20150820003203,1440045123,1440072000,1440079200,3359625,4259625, -2.510755062,-12.509442329, 10.342516899,  6.270426273, -4.629978657,  4.668331623,  4.939267159, 23.945827484,-11.539233208,  4.511060715,  2.055547476, -3.748425961,  1.348319292, -1.410771132, -0.080359511, -0.935937226, -0.740412951, -0.061282635, -0.136165559,  0.091666386, -0.608987689,  1.342380404,  0.210785687,  0.703908801,  0.029752921, -0.413909137
543,unit02,20151024224002,1445740802,1445745600,1445752800,0599750,1499750, -2.105511665,  9.078722000, -1.551772118, 12.499239922, -6.788389683, -0.976286829,  8.198599815, 18.752634048,  0.796286166,  1.097188473,  8.330893517, -0.828293204, -0.303557843, -4.375183105, -1.909444094,  1.402580142, -0.485384285,  0.771630168, -0.064562351,  0.897953272,  0.298820943,  0.343454748, -0.752997220,  0.029999748, -0.722064078,  0.024213845
544,unit02,20151024224002,1445740802,1445752800,1445760000,1499750,2399750, -1.883402586, 14.147330284, -4.669085026,  9.986887932, -6.286377430, -1.317523837,  6.896914482, 17.281301498,  0.748465300,  0.659877777,  7.212449551, -1.637291074, -0.662393212,  2.365463495, -1.079457521,  0.203295708, -0.464084655,  0.510752678, -0.696288824,  0.234240830, -0.464395881,  0.019486709, -0.200548261, -0.229642168, -0.655208290, -0.056276910
545,unit02,20151024224002,1445740802,1445760000,1445767200,2399750,3299750, -1.811037779, 13.855882645, -5.245488167,  9.321123123, -5.998900414, -1.365745187,  6.002688885, 17.119976044,  0.646698356,  1.244074345,  7.722809315, -1.179559469, -0.369366318, 13.530007362, -1.650869131, -2.323108673, -1.456628561, -0.609328210, -1.437291384, -0.516665399, -0.911622822, -1.015347958, -1.299859285, -0.005717577, -0.835072398,  0.213801324
546,unit02,20151024224002,1445740802,1445767200,1445774400,3299750,4199750, -2.174667358, 12.261276245, -4.056857109, 10.442159653, -7.239751339, -0.167348400,  9.217432976, 23.021982193,  1.333877802,  0.988328695,  7.098218441, -3.033758879, -1.471731901, -3.215604544, -1.306938648,  1.463246822, -0.798775673,  0.868488669, -0.676691413,  0.283611357,  0.281933725,  1.085550666, -0.118766539,  0.429031432, -0.483269066, -0.230787024
547,unit02,20151024224002,1445740802,1445774400,1445781600,4199750,5099750, -2.536088943, 16.423179626,  0.683269143, 12.497759819, -5.280438423,  0.284077257, 10.863558769, 24.197994232,  1.975126982,  3.138389826,  7.460097790, -1.839043736, -0.816140413, -2.111780882, -0.566711187,  1.303415656, -0.688657403,  0.690911889, -1.120716095,  0.505846858, -0.512588978,  0.456015229, -0.689493239, -0.397695154, -0.306088209, -0.183824465
548,unit02,20151024224002,1445740802,1445781600,1445788800,5099750,5999750, -2.555340052, 15.537372589,  0.693803549, 11.907027245, -4.585271358,  1.018643737, 11.805280685, 23.166925430,  2.165812969,  3.117621422,  7.699797630, -1.165206313, -0.517880976, -2.995730400, -0.599998832,  0.558108926, -1.200213075, -0.086999170,  0.030404832,  1.235283852, -0.329948992,  0.589650393, -1.328606248,  0.098296806, -0.301725507,  1.611059070
549,unit02,20150830001502,1440908102,1440914400,1440921600,0787250,1687250, -2.975886583,-32.705936432, 15.624434471, 27.579559326,  3.265202045,  4.652765751, -4.061431408, 45.322456360,-19.041536331,  3.599196672, 27.308988571, -2.630412579,  1.826050043, -3.433730125, -2.334657669,  1.243653655,  2.780518055, -2.619765520,  0.193582341,  2.306313515, -1.669178724,  0.797418475,  0.581046879, -0.570218265,  1.295891881, -1.048432350
550,unit02,20150830001502,1440908102,1440921600,1440928800,1687250,2587250, -2.909973383,-31.812330246,  8.800649643, 28.948091507,  2.070813417,  4.831617355,  1.141209602, 39.597084045,-20.227575302,  6.350495338, 27.348031998, -4.884581566,  3.745185852, -1.825671911, -1.939344645,  1.163669944,  2.273052216, -1.422996283, -0.370547503,  1.366057158, -1.686592340,  0.982461989,  0.222088784, -0.812619209,  1.241103053, -0.967498124
551,unit02,20150830001502,1440908102,1440928800,1440936000,2587250,3487250, -2.998873234,-33.275005341, 15.614556313, 31.262397766,  2.788740635,  2.111360788, -1.533208728, 40.146072388,-22.086889267, 10.709641457, 28.495944977, -5.776383877,  4.901465893, -3.676959991, -3.412233591,  1.340435505,  2.776043177, -2.325731516,  0.420346618,  1.904291511, -2.282132626,  1.036393046, -0.060911294, -1.022556186,  2.454946995, -0.312301487
552,unit02,20150830001502,1440908102,1440936000,1440943200,3487250,4387250, -3.086097717,-30.440093994, 23.404716492, 25.905075073,  3.746695280,  7.125411510, -8.909848213, 40.713424683,-16.933624268,  8.364527702, 25.726631165, -2.094523191,  3.993111610,  0.113377504, -0.661826611, -0.486269772,  1.452157617, -1.852537394,  0.431323886,  2.101381302, -3.023576021,  1.121753693,  0.083198823, -2.178076029,  1.142517567,  0.082863852
553,unit02,20150831001303,1440994383,1441000800,1441008000,0802125,1702125, -2.919485092,-14.932881355, 10.622024536, 21.721841812,  0.549765110,  6.475620747,  7.987444401, 38.984138489,-19.168245316, 10.816786766, 11.980197906, -8.822931290,  6.681963444, -2.693715811, -1.321849227,  0.719118834,  0.627266049, -1.101043582,  0.137351274,  0.752632022, -0.780872345,  0.603160739, -0.347186893, -0.887339115,  0.473478824,  0.732870400
554,unit02,20150831001303,1440994383,1441008000,1441015200,1702125,2602125, -2.914404392,-15.110991478, 11.494213104, 19.816389084,  0.832990229, 10.715530396,  4.206695080, 40.073490143,-16.903177261,  5.707115173, 15.067323685, -8.157557487,  3.728635073, -1.353777885, -0.195360795,  0.480379015,  0.442481130, -1.845320106,  0.088460729,  0.951597691, -1.550103426,  0.554681420,  0.120563962, -0.881180584,  1.152139783, -0.288710088
555,unit02,20150831001303,1440994383,1441015200,1441022400,2602125,3502125, -2.975576401,-12.063800812, 14.224254608, 19.024711609,  1.067079663, 13.672443390,  0.739436328, 39.864906311,-13.867180824,  2.818544626, 15.180366516, -5.823481083,  2.590802193, -1.813233376, -1.397790790,  0.487733930,  1.487166286, -1.664120793, -0.411511034,  0.308111012, -2.420006990,  1.695146203,  0.496046752, -0.046160318,  0.978082657, -0.238511637
556,unit02,20150831001303,1440994383,1441022400,1441029600,3502125,4402125, -3.018949509, -9.518035889, 16.585046768, 16.758016586, -0.264659166, 17.506614685, -0.436388016, 37.619705200,-12.087051392,  4.110221863, 14.004351616, -6.244400024,  4.559258461, -2.288007736, -1.689422846,  0.078120112,  2.430011034, -1.479542971, -0.386167884,  1.539056063, -2.185379028,  1.077010155,  0.713387132, -1.208871007,  0.624951065,  0.226827592
557,unit02,20151015225303,1444963983,1444968000,1444975200,0502125,1402125, -2.711531639,  3.579688549, -5.019034386, 11.663477898,  2.896172285, 11.616494179, 14.432209969, 12.848825455, -0.169220701,  6.891312122,  8.481613159, -0.310785621,  1.588621616, -3.352637053, -0.090616077,  0.885077536, -1.145281911, -0.147988930, -1.087513685, -0.018047160, -0.406087488,  0.370314121,  0.047459166,  0.755175233,  0.423363298,  0.282910109
558,unit02,20151015225303,1444963983,1444975200,1444982400,1402125,2302125, -2.158039331,  5.964423180, -5.465698242, 10.504707336, -3.936086178,  3.195143700,  9.049020767, 16.438095093,  0.537394524,  2.842443228,  9.949471474,  0.933641434,  1.086879492, -5.574589729, -0.373110354,  1.579444408,  0.135171279,  1.312539220, -0.877864540,  0.606773913,  0.053066149,  0.335220248, -0.074172325,  0.113215975, -0.526069343,  0.115129396
559,unit02,20151015225303,1444963983,1444982400,1444989600,2302125,3202125, -2.060464382, 10.548797607, -4.943154812, 11.714233398, -4.609904766,  0.349748492,  8.316399574, 18.152677536,  0.437624931,  3.108800173,  9.288020134,  0.702552795,  1.698629498,  3.241783619,  0.307244778,  0.351503164, -0.763833463,  0.239956304, -0.721934438,  0.028421314, -1.285876036,  0.382470787, -0.617666423, -0.192423224, -0.488610953, -0.118895479
560,unit02,20151015225303,1444963983,1444989600,1444996800,3202125,4102125, -2.721446276, 20.938613892,  4.895050526, 16.537538528, -1.474401474,  1.590161085,  9.698187828, 18.722198486,  1.063949823,  3.954634428, 10.160773277,  0.437088788,  0.637085080, -2.171214342, -0.723599017,  1.158833861, -1.346628070,  0.671461701, -1.069614530,  0.944891572, -0.819489300,  0.559080243, -0.573471069,  0.465330839,  0.155163690,  0.394677341
561,unit02,20151015225303,1444963983,1444996800,1445004000,4102125,5002125, -3.228627205, 36.304485321, 18.107141495, 19.471830368,  0.406952441,  4.409080029,  8.009123802, 11.234392166,  4.592091560,  4.530385971, 11.147154808,  2.359884262,  0.044087995, -1.820508599, -0.892638505,  0.421837270, -1.110488176,  1.028547645, -0.884841383,  0.797106624, -1.082377434,  0.054475367, -0.622135341,  0.605603576, -0.566032648,  0.434394211
562,unit02,20151030223203,1446258723,1446263999,1446271199,0659500,1559500, -3.399165630, 45.087310791, 18.499280930,  7.837423801,  3.870176077,  6.781727791, 10.217445374,  9.928263664,  4.753839493,  7.421091080,  7.721288681,  4.554025173,  2.186031818, -1.582491040, -0.990579724,  0.091671646, -0.950539052,  0.783445477, -1.301322341,  0.531082213, -0.596183538,  1.055066586, -0.207573727,  0.457207471, -0.538553417,  0.321609288
563,unit02,20151030223203,1446258723,1446271199,1446278399,1559500,2459500, -3.431379795, 46.179031372, 20.358669281,  7.115523815,  4.152668476,  7.742633820,  9.363523483,  9.283522606,  6.102118969,  7.308822155,  6.777471542,  4.248013973,  1.708964705, -1.048439264, -0.841226459,  0.536235094, -0.805739462,  1.381630421, -0.747223377,  0.473421693, -1.104353905,  0.514168918, -0.400704920,  0.439935863, -0.927034438,  0.351537019
564,unit02,20151030223203,1446258723,1446278399,1446285599,2459500,3359500, -3.500161171, 43.282295227, 24.110540390, 12.714045525,  7.406270027,  6.303827286,  6.405422688,  7.224787235,  6.322052956,  8.111789703,  7.145059109,  4.912533760,  1.261270046, -0.516493022, -0.660919964,  0.145109937, -1.104821801,  0.742603600, -0.622054636,  0.998090744, -0.581609190,  0.555132568, -0.737084985,  0.427101851, -1.014011264,  0.928677738
565,unit02,20151030223203,1446258723,1446285599,1446292799,3359500,4259500, -3.524625778, 42.974418640, 25.982849121, 13.584787369,  7.766022205,  6.402573109,  5.860376835,  6.388677120,  6.257182598,  8.326059341,  7.024536610,  4.771052837,  1.009059310, -1.685212731, -1.517830253,  0.213434085, -0.569713891,  0.991061091, -0.594512105,  0.973940313, -0.475627035,  0.621452808, -0.995740771,  0.536251903, -0.215329304,  0.477075398
566,unit02,20151030223203,1446258723,1446292799,1446299999,4259500,5159500, -3.523971558, 42.729785919, 25.177165985, 13.517294884,  7.937383175,  6.583539486,  6.129808903,  6.495446205,  6.081806660,  8.182074547,  7.076275349,  5.052832127,  1.249120116, -1.245607615, -1.205419183, -0.267775983, -1.231116295,  1.240670562, -1.100023270,  0.353419900, -0.808215857,  0.927061200, -0.438230932,  0.713132024, -0.524413764,  0.899807036
567,unit02,20151030223203,1446258723,1446299999,1446307199,5159500,6059500, -3.451148748, 45.663658142, 20.357198715,  8.187954903,  6.441298485,  8.309251785,  8.060639381,  7.725700378,  5.517464638,  7.213311672,  6.691827297,  4.832308292,  1.552298188, -1.349695921, -0.551022410,  0.961067319, -1.332029462,  0.942780375, -0.402161062,  1.004840136, -0.944951177,  0.520995021, -1.010416865,  0.610644281,  0.087552078,  0.438646883
568,unit02,20151009230311,1444446191,1444449599,1444456799,0426000,1326000, -2.439397097,  9.420715332, -0.485386729, 16.416309357, -5.285388470,  1.323710680,  9.606623650, 20.652240753,  1.044623256, -0.561284363,  9.357399940, -1.197448730,  0.004736941, -3.458363533, -1.681568384,  1.214604974, -0.526426673,  0.925666630, -0.164727420,  0.240666524, -0.462068975,  0.692440152, -0.029096011,  0.736363590,  0.318312973, -0.017220842
569,unit02,20151009230311,1444446191,1444456799,1444463999,1326000,2226000, -3.052569628, 29.445861816, 11.912734032, 20.600780487, -0.892194808,  3.356844902,  7.669653416, 16.934474945,  3.875461578,  0.316344380, 11.354882240,  0.223978579,  0.335627645, -2.752475262, -0.479112685,  0.604677618, -1.372315288,  0.394742757, -0.491925180,  0.755944729, -0.341331571,  0.440762371, -0.557192922,  0.446588814,  0.083405957,  0.132885769
570,unit02,20151009230311,1444446191,1444463999,1444471199,2226000,3126000, -3.265427828, 38.840896606, 18.000062943, 19.249618530,  2.078263283,  3.009650946,  6.945899010, 12.596477509,  5.027545452,  2.589763880, 10.624960899,  2.281023979,  0.030001814, -1.765171051, -0.755063474,  0.914336324, -0.573107302,  1.224984050, -1.187830329,  0.318795741, -0.740430474,  0.528363645, -1.044197440,  0.848343611, -0.736561418,  0.333354473
571,unit02,20151009230311,1444446191,1444471199,1444478399,3126000,4026000, -3.326917648, 41.249118805, 20.651504517, 18.320503235,  4.123013496,  3.018653631,  6.011329651, 10.591809273,  4.867698669,  4.304332733, 10.031822205,  2.752364397,  0.503757238, -1.539874673, -1.043522239,  0.978489816, -1.165216565,  0.964469969, -0.341393143,  0.798766792, -0.735297561,  0.491469949, -0.390853465,  0.415414870, -0.412623823,  1.197809339
572,unit02,20151009230311,1444446191,1444478399,1444485599,4026000,4926000, -3.289283991, 39.130607605, 19.483331680, 19.188997269,  3.453859806,  3.071765661,  6.246581554, 10.893870354,  4.471295834,  4.530001163, 10.889154434,  2.406623125,  0.414014071, -1.510936260, -0.809820294,  0.642666399, -1.161293149,  0.556697905, -0.336459965,  1.277960658, -0.341308117,  0.918663383, -1.048687816, -0.148328289, -0.624879181,  0.452459097
573,unit02,20151121221103,1448161863,1448168400,1448175600,0817125,1717125, -2.500557423, 21.516784668,-15.229640961,  0.863468528,  1.423708558,  9.857852936, 12.018230438, 12.655133247, -3.199949741,  4.879451752,  4.182399750, -4.690675735, -3.950295925, -2.085324287, -0.865793407,  0.822530150, -0.521018863,  0.331703752, -0.719964087,  0.989162803, -0.376874983,  0.797768176, -0.436762154, -0.163167357, -0.304294616,  0.174607888
